"scientific_name","TipLabel","English","Order","status","migration","gen_length","range","tp","tl","habitat1","colony","ps","min_dist","colour_elab","colour_div","ED_score","mean_mass","logMass","logRange","citations","source"
"Merops variegatus","Merops_variegatus","Blue-breasted Bee-eater","CORACIIFORMES","LC","Not a Migrant",6.2,3491382.01075034,"Diurnal","Carnivore","Forest","Not colonial",-0.101618181,57.58541465,34.27976729,85.5,6.361792,22.5,1.35218251811136,6.54299736989246,4,4
"Merops viridis","Merops_viridis","Blue-throated Bee-eater","CORACIIFORMES","LC","Full Migrant",6.2,3203791.14242821,"Diurnal","Carnivore","Artificial/Terrestrial","Colonial",-0.035710379,0,30.92523109,74,6.26584,34.8,1.54157924394658,6.5056641963487,0,0
"Merulaxis ater","Merulaxis_ater","Slaty Bristlefront","PASSERIFORMES","NT","Not a Migrant",3.2,163732.653360312,"Diurnal","Carnivore","Forest","Not colonial",-0.254519398,0,32.08128053,21,10.73732,35.1,1.54530711646582,5.21413529981526,0,0
"Merulaxis stresemanni","Merulaxis_stresemanni","Stresemann's Bristlefront","PASSERIFORMES","CR","Not a Migrant",3.2,21.7511505230378,"Diurnal","Carnivore","Forest","Not colonial",-0.254519398,360.9320726,34.10729473,16,10.73732,NA,NA,1.3374822338236,0,0
"Mesembrinibis cayennensis","Mesembrinibis_cayennensis","Green Ibis","PELECANIFORMES","LC","Not a Migrant",9.6,10576532.3529848,"Diurnal","Carnivore","Forest","Not colonial",-0.02576456,0,29.25019247,26,40.303557,756,2.87852179550121,7.0243433022158,6,3
"Mesitornis unicolor","Mesitornis_unicolor","Brown Mesite","MESITORNITHIFORMES","VU","Altitudinal Migrant",4.2,37167.9132677759,"Diurnal","Carnivore","Forest","Not colonial",-0.579956805,1196.427294,25.37551408,43,28.590272,148,2.17026171539496,4.57016817902067,7,4
"Mesitornis variegatus","Mesitornis_variegatus","White-breasted Mesite","MESITORNITHIFORMES","VU","Not a Migrant",4.2,39535.8484322274,"Diurnal","Carnivore","Forest","Not colonial",-0.579956805,1111.403436,25.34849468,43,28.590272,NA,NA,4.59699106311533,8,4
"Mesophoyx intermedia","Mesophoyx_intermedia","Intermediate Egret","PELECANIFORMES","LC","Not a Migrant",5.6,13387599.8710019,"Diurnal","Carnivore","Wetlands (inland)","Colonial",-0.019051698,0,37.32676379,46,15.005578,NA,NA,7.12670272367283,0,0
"Mesopicos elliotii","Mesopicos_elliotii","Elliot's Woodpecker","PICIFORMES","LC","Not a Migrant",4.2,755286.089355096,"Diurnal","Carnivore","Forest","Not colonial",-0.152295872,102.9644997,NA,NA,5.88569,37.20000076,1.57054294875458,5.87811148605828,2,2
"Mesopicos goertae","Mesopicos_goertae","Grey Woodpecker","PICIFORMES","LC","Not a Migrant",4.2,7459694.87928359,"Diurnal","Carnivore","Forest","Not colonial",-0.037999938,0,NA,NA,5.499026,44.6,1.64933485871214,6.87272106407408,1,1
"Mesopicos griseocephalus","Mesopicos_griseocephalus","Olive Woodpecker","PICIFORMES","LC","Not a Migrant",4.2,2206024.09761141,"Diurnal","Carnivore","Forest","Not colonial",-0.049850206,0,NA,NA,5.499026,41,1.61278385671974,6.34361025216696,1,1
"Metabolus rugensis","Metabolus_rugensis","Chuuk Monarch","PASSERIFORMES","EN","Not a Migrant",4.2,83.9949800647512,"Diurnal","Carnivore","Forest","Not colonial",0.967861263,966.0553832,42.94584462,16,2.952923,NA,NA,1.92425333135564,0,0
"Metallura aeneocauda","Metallura_aeneocauda","Scaled Metaltail","APODIFORMES","LC","Not a Migrant",4.2,49696.4828687061,"Diurnal","Herbivore","Forest","Not colonial",-0.109582509,42.36876086,30.01684999,54,4.526285,5.2,0.716003343634799,4.69632565382864,0,0
"Metallura baroni","Metallura_baroni","Violet-throated Metaltail","APODIFORMES","EN","Not a Migrant",4.2,2725.46454001491,"Diurnal","Herbivore","Forest","Not colonial",-0.258557421,174.7145489,28.13294969,61,2.233043,4.3,0.633468455579587,3.43544053595974,2,2
"Metallura eupogon","Metallura_eupogon","Fire-throated Metaltail","APODIFORMES","LC","Not a Migrant",4.2,35465.5277949988,"Diurnal","Herbivore","Forest","Not colonial",-0.545657211,115.2020679,26.45472632,56,2.34231,4.6,0.662757831681574,4.54980642736656,1,1
"Metallura iracunda","Metallura_iracunda","Perija Metaltail","APODIFORMES","EN","Not a Migrant",4.2,1650.98292586316,"Diurnal","Herbivore","Shrubland","Not colonial",-0.531981515,533.8070964,36.5285693,75,3.900403,NA,NA,3.21774258189892,1,1
"Metallura odomae","Metallura_odomae","Neblina Metaltail","APODIFORMES","LC","Not a Migrant",4.2,8418.37690165285,"Diurnal","Herbivore","Shrubland","Not colonial",-0.219611515,322.5898786,25.85530605,58,2.644835,5.1,0.707570176097936,3.92522836577453,1,1
"Metallura phoebe","Metallura_phoebe","Black Metaltail","APODIFORMES","LC","Not a Migrant",4.2,142045.311434946,"Diurnal","Herbivore","Forest","Not colonial",-0.272541385,65.05687406,33.689440975,58,5.964527,5.4,0.732393759822969,5.15242690330685,0,0
"Metallura theresiae","Metallura_theresiae","Coppery Metaltail","APODIFORMES","LC","Not a Migrant",4.2,34923.5218740235,"Diurnal","Herbivore","Forest","Not colonial",-0.545657211,236.1442882,27.12275177,56,2.342452,4.9,0.690196080028514,4.54311803381156,0,0
"Metallura tyrianthina","Metallura_tyrianthina","Tyrian Metaltail","APODIFORMES","LC","Altitudinal Migrant",4.2,422578.631616514,"Diurnal","Herbivore","Shrubland","Not colonial",-0.131598178,0,32.46766635,66.33333333,6.112265,3.8,0.57978359661681,5.62590753245679,0,0
"Metallura williami","Metallura_williami","Viridian Metaltail","APODIFORMES","LC","Not a Migrant",4.2,51630.9829348759,"Diurnal","Herbivore","Grassland","Not colonial",-0.355892129,10.30112675,29.61763939,47.125,2.233194,4.5,0.653212513775344,4.71291039309156,0,0
"Metopidius indicus","Metopidius_indicus","Bronze-winged Jacana","CHARADRIIFORMES","LC","Not a Migrant",4.8,2649252.28124373,"Diurnal","Herbivore","Grassland","Not colonial",-0.088894928,0,22.89302607,54,28.278312,155,2.19033169817029,6.42312331697413,5,4
"Metopothrix aurantiaca","Metopothrix_aurantiaca","Orange-fronted Plushcrown","PASSERIFORMES","LC","Not a Migrant",3.8,1452787.74709301,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.073181799,64.714041,26.1897445,59,4.406754,11.2,1.04921802267018,6.16220216832436,1,1
"Metriopelia aymara","Metriopelia_aymara","Golden-spotted Ground-dove","COLUMBIFORMES","LC","Not a Migrant",4.6,832314.57409987,"Diurnal","Herbivore","Grassland","Not colonial",-0.033312905,71.34789638,15.32682854,35,14.440415,61.8,1.79098847508882,5.92028749933767,0,0
"Metriopelia ceciliae","Metriopelia_ceciliae","Bare-faced Ground-dove","COLUMBIFORMES","LC","Not a Migrant",4.6,490067.774657398,"Diurnal","Herbivore","Shrubland","Not colonial",-0.107852923,0,20.17769527,41,9.521483,55.1,1.74115159885179,5.69025614558832,1,1
"Metriopelia melanoptera","Metriopelia_melanoptera","Black-winged Ground-dove","COLUMBIFORMES","LC","Altitudinal Migrant",4.6,1844975.51658462,"Diurnal","Herbivore","Shrubland","Not colonial",-0.005625581,0,18.88834068,39,11.792336,100,2,6.2659906073066,0,0
"Metriopelia morenoi","Metriopelia_morenoi","Bare-eyed Ground-dove","COLUMBIFORMES","LC","Not a Migrant",4.6,106161.186182085,"Diurnal","Herbivore","Shrubland","Not colonial",-0.09485605,454.6090644,21.92629223,35,9.523002,NA,NA,5.02596576243227,0,0
"Micrastur buckleyi","Micrastur_buckleyi","Buckley's Forest-falcon","FALCONIFORMES","LC","Not a Migrant",8.6,619556.203566675,"Diurnal","Carnivore","Forest","Not colonial",-0.122100816,72.84416976,25.77311377,40,12.206647,NA,NA,5.79208070989158,0,0
"Micrastur gilvicollis","Micrastur_gilvicollis","Lined Forest-falcon","FALCONIFORMES","LC","Not a Migrant",8.6,4251504.75968513,"Diurnal","Carnivore","Forest","Not colonial",-0.048553274,57.81290823,22.65184799,45,13.208817,209,2.32014628611105,6.62854266961834,0,0
"Micrastur mintoni","Micrastur_mintoni","Cryptic Forest-falcon","FALCONIFORMES","LC","Not a Migrant",8.6,1882239.54939304,"Diurnal","Carnivore","Forest","Not colonial",-0.126698695,0,24.78109238,57,12.26433,209.5,2.32118402730231,6.27467489452114,2,1
"Micrastur mirandollei","Micrastur_mirandollei","Slaty-backed Forest-falcon","FALCONIFORMES","LC","Not a Migrant",8.6,5269840.91501735,"Diurnal","Carnivore","Forest","Not colonial",-0.03769961,0,25.08067382,45,12.170742,549,2.73957234445009,6.72179750500895,0,0
"Micrastur plumbeus","Micrastur_plumbeus","Plumbeous Forest-falcon","FALCONIFORMES","VU","Not a Migrant",5,61914.7699797845,"Diurnal","Omnivore","Forest","Not colonial",-0.297500903,25.5502654,24.20954912,65,12.298893,185.5,2.26834391395106,4.79179426381098,1,1
"Micrastur ruficollis","Micrastur_ruficollis","Barred Forest-falcon","FALCONIFORMES","LC","Not a Migrant",8.6,12486019.9960538,"Diurnal","Carnivore","Forest","Not colonial",-0.019887951,0,20.61971576,50.5,12.332833,178.5,2.25163822044821,7.09642402610775,2,1
"Micrastur semitorquatus","Micrastur_semitorquatus","Collared Forest-falcon","FALCONIFORMES","LC","Not a Migrant",8.6,13182443.3115622,"Diurnal","Carnivore","Forest","Not colonial",-0.016592921,0,23.47713801,43.66666667,13.206481,631,2.80002935924413,7.11999591241172,5,2
"Micrathene whitneyi","Micrathene_whitneyi","Elf Owl","STRIGIFORMES","LC","Full Migrant",3.5,643092.379778627,"Nocturnal","Carnivore","Shrubland","Not colonial",-0.070843821,0,21.6348296,53,34.335381,41,1.61278385671974,5.80827336350953,8,7
"Microbates cinereiventris","Microbates_cinereiventris","Tawny-faced Gnatwren","PASSERIFORMES","LC","Not a Migrant",3,551559.463222005,"Diurnal","Carnivore","Forest","Not colonial",-0.057654232,14.70864785,23.46854885,38,8.694399,11.9,1.07554696139253,5.74159234027046,0,0
"Microbates collaris","Microbates_collaris","Collared Gnatwren","PASSERIFORMES","LC","Not a Migrant",3,2367513.96127615,"Diurnal","Carnivore","Forest","Not colonial",-0.060537213,94.7066181,24.39704658,27,8.694399,10.2,1.00860017176192,6.37429254872592,0,0
"Microcerculus bambla","Microcerculus_bambla","Wing-banded Wren","PASSERIFORMES","LC","Not a Migrant",3.6,1636645.99176318,"Diurnal","Carnivore","Forest","Not colonial",-0.053193109,73.93551504,21.46815771,31.5,7.338083,19.1,1.28103336724773,6.21395475122008,1,1
"Microcerculus marginatus","Microcerculus_marginatus","Southern Nightingale-wren","PASSERIFORMES","LC","Not a Migrant",3.6,4780655.81207693,"Diurnal","Carnivore","Forest","Not colonial",-0.037550186,0,20.64309042,25.33333333,7.400683,18.2666666666667,1.26165930376471,6.67948747737148,1,1
"Microcerculus philomela","Microcerculus_philomela","Northern Nightingale-wren","PASSERIFORMES","LC","Not a Migrant",3.6,177567.676388379,"Diurnal","Carnivore","Forest","Not colonial",-0.083326377,133.3272118,19.0311408,32,7.402023,17.8,1.25042000230889,5.24936391164648,0,0
"Microcerculus ustulatus","Microcerculus_ustulatus","Fluting Wren","PASSERIFORMES","LC","Not a Migrant",3.6,265691.504142579,"Diurnal","Carnivore","Forest","Not colonial",-0.240009069,309.7222813,20.15191589,34,7.295276,21,1.32221929473392,5.42437766745887,0,0
"Microchera albocoronata","Microchera_albocoronata","Snowcap","APODIFORMES","LC","Altitudinal Migrant",4.2,76810.9565314809,"Diurnal","Herbivore","Forest","Not colonial",-0.091429369,105.5262973,38.75507614,52.5,3.315861,2.7,0.431363764158987,4.88542317344003,5,4
"Microdynamis parva","Microdynamis_parva","Dwarf Koel","CUCULIFORMES","LC","Not a Migrant",4.2,607992.270118106,"Diurnal","Herbivore","Forest","Not colonial",-0.491274439,0,17.83332108,44,22.561797,47.4,1.67577834167409,5.78389805778196,0,0
"Microeca fascinans","Microeca_fascinans","Jacky-winter","PASSERIFORMES","LC","Not a Migrant",3.3,5302360.64870177,"Diurnal","Carnivore","Shrubland","Not colonial",0.554083453,0,24.05234019,32,15.283017,14.5666666666667,1.16336018225076,6.72446926364874,0,0
"Microeca flavigaster","Microeca_flavigaster","Lemon-bellied Flyrobin","PASSERIFORMES","LC","Not a Migrant",3.3,1174891.06527246,"Diurnal","Carnivore","Forest","Not colonial",0.023288486,0,25.33971072,28.66666667,15.289423,12.175,1.08546896988667,6.06999760112329,0,0
"Microeca flavovirescens","Microeca_flavovirescens","Olive Flyrobin","PASSERIFORMES","LC","Not a Migrant",3.3,675018.680235157,"Diurnal","Carnivore","Forest","Not colonial",-0.492821692,0,31.03065036,47,13.997151,15,1.17609125905568,5.82931579151368,1,1
"Microeca griseoceps","Microeca_griseoceps","Yellow-legged Flyrobin","PASSERIFORMES","LC","Not a Migrant",3.3,188986.399043827,"Diurnal","Carnivore","Forest","Not colonial",-0.216510609,20.57159434,24.28209515,48,18.852054,10.6,1.02530586526477,5.27643055003166,0,0
"Microeca hemixantha","Microeca_hemixantha","Golden-bellied Flyrobin","PASSERIFORMES","NT","Not a Migrant",3.3,3163.09874819904,"Diurnal","Carnivore","Forest","Not colonial",-1.04490994,664.0142632,39.80091012,46,14.019558,NA,NA,3.50011275028705,0,0
"Microeca papuana","Microeca_papuana","Canary Flyrobin","PASSERIFORMES","LC","Not a Migrant",3.3,141500.576366084,"Diurnal","Carnivore","Forest","Not colonial",-0.488041174,44.25446946,34.33708911,61,14.843205,14.4,1.15836249209525,5.15075820885041,0,0
"Microhierax caerulescens","Microhierax_caerulescens","Collared Falconet","FALCONIFORMES","LC","Not a Migrant",8.3,1206087.00259491,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",-0.098327665,0,28.60605065,53,7.564727,40,1.60205999132796,6.08137863730996,1,1
"Microhierax erythrogenys","Microhierax_erythrogenys","Philippine Falconet","FALCONIFORMES","LC","Not a Migrant",8.3,253762.696708662,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,0,33.47050545,19,7.562817,50.6,1.7041505168398,5.4044277808624,0,0
"Microhierax fringillarius","Microhierax_fringillarius","Black-thighed Falconet","FALCONIFORMES","LC","Not a Migrant",8.3,1402352.60610124,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",-0.137707651,0,27.00747633,47,10.202181,42.9,1.63245729218472,6.14685722592051,0,0
"Microhierax latifrons","Microhierax_latifrons","White-fronted Falconet","FALCONIFORMES","NT","Not a Migrant",8.3,60479.2325076401,"Diurnal","Carnivore","Forest","Not colonial",0.070800887,49.13682055,27.42846362,45,10.188145,41.2,1.61489721603313,4.78160627125288,1,1
"Microhierax melanoleucos","Microhierax_melanoleucos","Pied Falconet","FALCONIFORMES","LC","Not a Migrant",8.3,2359596.15375935,"Diurnal","Carnivore","Artificial/Terrestrial","Not colonial",-0.05094813,0,29.58771089,23.66666667,10.196386,65,1.81291335664286,6.37283767957948,3,2
"Microligea palustris","Microligea_palustris","Green-tailed Warbler","PASSERIFORMES","LC","Not a Migrant",3.9,27180.5904984245,"Diurnal","Carnivore","Forest","Not colonial",-0.103331584,79.70265571,20.31453407,39,12.709418,13.2,1.12057393120585,4.43425888754812,0,0
"Micromacronus leytensis","Micromacronus_leytensis","Visayan Miniature-babbler","PASSERIFORMES","DD","Not a Migrant",4.4,20065.3771507079,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,70.02031228,31.33036265,61,6.301513,5.5,0.740362689494244,4.30244732718633,0,0
"Micromacronus sordidus","Micromacronus_sordidus","Mindanao Miniature-babbler","PASSERIFORMES","DD","Not a Migrant",4.4,26318.6439810162,"Diurnal","Carnivore","Forest","Not colonial",-1.261632066,20.46470812,21.12309564,41,6.301513,NA,NA,4.42026350930616,0,0
"Micromonacha lanceolata","Micromonacha_lanceolata","Lanceolated Monklet","PICIFORMES","LC","Not a Migrant",6.3,1651065.01967323,"Diurnal","Carnivore","Forest","Not colonial",-0.074588507,30.13130784,29.18081107,43,14.808696,19.8,1.29666519026153,6.217764176309,2,1
"Microparra capensis","Microparra_capensis","Lesser Jacana","CHARADRIIFORMES","LC","Not a Migrant",4.8,3244230.87915163,"Diurnal","Carnivore","Wetlands (inland)","Not colonial",-0.019679605,0,28.16049912,62,24.911875,41.3,1.6159500516564,6.51111175366907,10,6
"Micropsitta bruijnii","Micropsitta_bruijnii","Red-breasted Pygmy-parrot","PSITTACIFORMES","LC","Full Migrant",4.4,221432.734814885,"Diurnal","Herbivore","Forest","Not colonial",-0.308042681,23.46037539,39.67472836,100.5,5.141857,13.5,1.13033376849501,5.34524182385341,0,0
"Micropsitta finschii","Micropsitta_finschii","Finsch's Pygmy-parrot","PSITTACIFORMES","LC","Not a Migrant",4.4,42665.3631738034,"Diurnal","Herbivore","Forest","Not colonial",-0.010008712,754.0976437,39.751603695,67.166666665,4.605293,15.0333333333333,1.1770552871583,4.63007544676246,0,0
"Micropsitta geelvinkiana","Micropsitta_geelvinkiana","Geelvink Pygmy-parrot","PSITTACIFORMES","NT","Not a Migrant",4.4,2459.0932709642,"Diurnal","Herbivore","Forest","Not colonial",-1.04490994,330.9351187,38.32284613,76,5.245462,12.2,1.08635983067475,3.39077500140926,0,0
"Micropsitta keiensis","Micropsitta_keiensis","Yellow-capped Pygmy-parrot","PSITTACIFORMES","LC","Nomadic",4.4,181899.596307071,"Diurnal","Herbivore","Forest","Not colonial",-0.50920055,0,43.42218255,61.5,4.119051,12.1,1.08278537031645,5.25983173522728,0,0
"Micropsitta meeki","Micropsitta_meeki","Meek's Pygmy-parrot","PSITTACIFORMES","LC","Altitudinal Migrant",4.4,2353.01135249482,"Diurnal","Herbivore","Artificial/Terrestrial","Not colonial",-0.919770684,751.0198555,39.05509151,55,5.246255,NA,NA,3.37162402250707,0,0
"Micropsitta pusio","Micropsitta_pusio","Buff-faced Pygmy-parrot","PSITTACIFORMES","LC","Not a Migrant",4.4,290278.19731567,"Diurnal","Herbivore","Savanna","Not colonial",-0.481514921,0,42.13602433,77,4.118307,14,1.14612803567824,5.46281441736428,1,1
"Micropygia schomburgkii","Micropygia_schomburgkii","Ocellated Crake","GRUIFORMES","LC","Not a Migrant",3.7,3010469.11473261,"Diurnal","Carnivore","Savanna","Not colonial",-0.02961435,0,34.8515096,66,9.199614,31.2,1.49415459401844,6.47863417601418,0,0
"Microrhopias quixensis","Microrhopias_quixensis","Dot-winged Antwren","PASSERIFORMES","LC","Not a Migrant",4.8,4104147.90930774,"Diurnal","Carnivore","Forest","Not colonial",-0.021380788,0,34.10167978,24.66666667,10.88878,7.9,0.897627091290441,6.6132230039163,2,2
"Microstilbon burmeisteri","Microstilbon_burmeisteri","Slender-tailed Woodstar","APODIFORMES","LC","Not a Migrant",4.2,109879.072938759,"Diurnal","Herbivore","Shrubland","Not colonial",-0.060400979,653.7692082,30.7299527,71.5,1.978696,2.5,0.397940008672038,5.04091498657597,1,1
"Miliaria calandra","Miliaria_calandra","Corn Bunting","PASSERIFORMES","LC","Full Migrant",4.4,7485413.44481064,"Diurnal","Herbivore","Grassland","Not colonial",-0.003193625,0,21.50360979,55,8.844894,48.75,1.68797462003456,6.87421579290098,18,6
"Milvago chimachima","Milvago_chimachima","Yellow-headed Caracara","FALCONIFORMES","LC","Not a Migrant",10.3,13623337.6092725,"Diurnal","Carnivore","Grassland","Not colonial",-0.023173738,0,28.32995856,36,5.520029,315.5,2.49899936358015,7.13428351930339,5,4
"Milvago chimango","Milvago_chimango","Chimango Caracara","FALCONIFORMES","LC","Full Migrant",10.3,3930752.22728266,"Diurnal","Carnivore","Grassland","Colonial",-0.004405318,0,16.17409453,26.5,5.520029,296,2.47129171105894,6.5944756691787,1,1
"Milvus migrans","Milvus_migrans","Black Kite","ACCIPITRIFORMES","LC","Full Migrant",11.5,59168914.1446502,"Diurnal","Carnivore","Forest","Not colonial",-0.002650167,0,20.06849884,35.25,8.634745,746.333333333333,2.87293283885937,7.77209359927002,69,11
"Milvus milvus","Milvus_milvus","Red Kite","ACCIPITRIFORMES","NT","Full Migrant",11.5,1831430.23492022,"Diurnal","Carnivore","Shrubland","Not colonial",0.003011535,0,25.90664465,49,8.634745,1080,3.03342375548695,6.26279037963924,39,12
"Mimizuku gurneyi","Mimizuku_gurneyi","Giant Scops-owl","STRIGIFORMES","VU","Not a Migrant",6.7,108097.901745925,"Nocturnal","Carnivore","Forest","Not colonial",-1.261632066,0,31.93160211,70,7.177651,NA,NA,5.03381726408272,3,3
