order,family_name,family,common_name,birdlife,type,scientific_name
PASSERIFORMES,Pellorneidae,Ground babblers,Sooty-capped Babbler,Malacopteron affine,scientific_name,Malacopteron affine
PASSERIFORMES,Pellorneidae,Ground babblers,Grey-breasted Babbler,Malacopteron albogulare,scientific_name,Malacopteron albogulare
PASSERIFORMES,Pellorneidae,Ground babblers,Scaly-crowned Babbler,Malacopteron cinereum,scientific_name,Malacopteron cinereum
PASSERIFORMES,Pellorneidae,Ground babblers,Moustached Babbler,Malacopteron magnirostre,scientific_name,Malacopteron magnirostre
PASSERIFORMES,Pellorneidae,Ground babblers,Rufous-crowned Babbler,Malacopteron magnum,scientific_name,Malacopteron magnum
PASSERIFORMES,Pellorneidae,Ground babblers,Melodious Babbler,Malacopteron palawanense,scientific_name,Malacopteron palawanense
PASSERIFORMES,Cisticolidae,Cisticolas and allies,Rufous-eared Warbler,Malcorus pectoralis,scientific_name,Malcorus pectoralis
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Malia,Malia grata,scientific_name,Malia grata
PASSERIFORMES,Ploceidae,Weavers,Gola Malimbe,Malimbus ballmanni,scientific_name,Malimbus ballmanni
PASSERIFORMES,Ploceidae,Weavers,Cassin's Malimbe,Malimbus cassini,scientific_name,Malimbus cassini
PASSERIFORMES,Ploceidae,Weavers,Red-crowned Malimbe,Malimbus coronatus,scientific_name,Malimbus coronatus
PASSERIFORMES,Ploceidae,Weavers,Red-bellied Malimbe,Malimbus erythrogaster,scientific_name,Malimbus erythrogaster
PASSERIFORMES,Ploceidae,Weavers,Ibadan Malimbe,Malimbus ibadanensis,scientific_name,Malimbus ibadanensis
PASSERIFORMES,Ploceidae,Weavers,Crested Malimbe,Malimbus malimbicus,scientific_name,Malimbus malimbicus
PASSERIFORMES,Ploceidae,Weavers,Blue-billed Malimbe,Malimbus nitens,scientific_name,Malimbus nitens
PASSERIFORMES,Ploceidae,Weavers,Rachel's Malimbe,Malimbus racheliae,scientific_name,Malimbus racheliae
PASSERIFORMES,Ploceidae,Weavers,Red-headed Malimbe,Malimbus rubricollis,scientific_name,Malimbus rubricollis
PASSERIFORMES,Ploceidae,Weavers,Red-vented Malimbe,Malimbus scutatus,scientific_name,Malimbus scutatus
PASSERIFORMES,Campephagidae,Cuckoo-shrikes,McGregor's Cuckoo-shrike,Malindangia mcgregori,scientific_name,Malindangia mcgregori
PASSERIFORMES,Campephagidae,Cuckoo-shrikes,McGregor's Cuckoo-shrike,Malindangia mcgregori,synonym_1,Coracina mcgregori
PASSERIFORMES,Maluridae,Fairy-wrens,White-shouldered Fairy-wren,Malurus alboscapulatus,scientific_name,Malurus alboscapulatus
PASSERIFORMES,Maluridae,Fairy-wrens,Lovely Fairy-wren,Malurus amabilis,scientific_name,Malurus amabilis
PASSERIFORMES,Maluridae,Fairy-wrens,Purple-crowned Fairy-wren,Malurus coronatus,scientific_name,Malurus coronatus
PASSERIFORMES,Maluridae,Fairy-wrens,Superb Fairy-wren,Malurus cyaneus,scientific_name,Malurus cyaneus
PASSERIFORMES,Maluridae,Fairy-wrens,Emperor Fairy-wren,Malurus cyanocephalus,scientific_name,Malurus cyanocephalus
PASSERIFORMES,Maluridae,Fairy-wrens,Red-winged Fairy-wren,Malurus elegans,scientific_name,Malurus elegans
PASSERIFORMES,Maluridae,Fairy-wrens,Variegated Fairy-wren,Malurus lamberti,scientific_name,Malurus lamberti
PASSERIFORMES,Maluridae,Fairy-wrens,White-winged Fairy-wren,Malurus leucopterus,scientific_name,Malurus leucopterus
PASSERIFORMES,Maluridae,Fairy-wrens,Red-backed Fairy-wren,Malurus melanocephalus,scientific_name,Malurus melanocephalus
PASSERIFORMES,Maluridae,Fairy-wrens,Blue-breasted Fairy-wren,Malurus pulcherrimus,scientific_name,Malurus pulcherrimus
PASSERIFORMES,Maluridae,Fairy-wrens,Splendid Fairy-wren,Malurus splendens,scientific_name,Malurus splendens
PASSERIFORMES,Pipridae,Manakins,Orange-collared Manakin,Manacus aurantiacus,scientific_name,Manacus aurantiacus
PASSERIFORMES,Pipridae,Manakins,White-collared Manakin,Manacus candei,scientific_name,Manacus candei
PASSERIFORMES,Pipridae,Manakins,White-bearded Manakin,Manacus manacus,scientific_name,Manacus manacus
PASSERIFORMES,Pipridae,Manakins,Golden-collared Manakin,Manacus vitellinus,scientific_name,Manacus vitellinus
PASSERIFORMES,Estrildidae,Waxbills,Green Twinspot,Mandingoa nitidula,scientific_name,Mandingoa nitidula
PASSERIFORMES,Meliphagidae,Honeyeaters,Yellow-throated Miner,Manorina flavigula,scientific_name,Manorina flavigula
PASSERIFORMES,Meliphagidae,Honeyeaters,Noisy Miner,Manorina melanocephala,scientific_name,Manorina melanocephala
PASSERIFORMES,Meliphagidae,Honeyeaters,Bell Miner,Manorina melanophrys,scientific_name,Manorina melanophrys
PASSERIFORMES,Meliphagidae,Honeyeaters,Black-eared Miner,Manorina melanotis,scientific_name,Manorina melanotis
PASSERIFORMES,Fringillidae,Finches,Hawaii Creeper,Manucerthia mana,scientific_name,Manucerthia mana
PASSERIFORMES,Fringillidae,Finches,Hawaii Creeper,Manucerthia mana,synonym_1,Oreomystis mana
PASSERIFORMES,Paradisaeidae,Birds-of-paradise,Glossy-mantled Manucode,Manucodia ater,scientific_name,Manucodia ater
PASSERIFORMES,Paradisaeidae,Birds-of-paradise,Glossy-mantled Manucode,Manucodia ater,synonym_1,Manucodia atra
PASSERIFORMES,Paradisaeidae,Birds-of-paradise,Crinkle-collared Manucode,Manucodia chalybatus,scientific_name,Manucodia chalybatus
PASSERIFORMES,Paradisaeidae,Birds-of-paradise,Crinkle-collared Manucode,Manucodia chalybatus,synonym_1,Manucodia chalybata
PASSERIFORMES,Paradisaeidae,Birds-of-paradise,Curl-crested Manucode,Manucodia comrii,scientific_name,Manucodia comrii
PASSERIFORMES,Paradisaeidae,Birds-of-paradise,Jobi Manucode,Manucodia jobiensis,scientific_name,Manucodia jobiensis
PASSERIFORMES,Mimidae,Mockingbirds and thrashers,Pearly-eyed Thrasher,Margarops fuscatus,scientific_name,Margarops fuscatus
PASSERIFORMES,Furnariidae,Ovenbirds,Beautiful Treerunner,Margarornis bellulus,scientific_name,Margarornis bellulus
PASSERIFORMES,Furnariidae,Ovenbirds,Ruddy Treerunner,Margarornis rubiginosus,scientific_name,Margarornis rubiginosus
PASSERIFORMES,Furnariidae,Ovenbirds,Pearled Treerunner,Margarornis squamiger,scientific_name,Margarornis squamiger
PASSERIFORMES,Furnariidae,Ovenbirds,Fulvous-dotted Treerunner,Margarornis stellatus,scientific_name,Margarornis stellatus
PASSERIFORMES,Thraupidae,Tanagers,Fulvous-crested Tanager,Maschalethraupis surinama,scientific_name,Maschalethraupis surinama
PASSERIFORMES,Thraupidae,Tanagers,Fulvous-crested Tanager,Maschalethraupis surinama,synonym_1,Tachyphonus surinamus
PASSERIFORMES,Thraupidae,Tanagers,Fulvous-crested Tanager,Maschalethraupis surinama,synonym_2,Maschalethraupis surinamus
PASSERIFORMES,Pipridae,Manakins,Golden-winged Manakin,Masius chrysopterus,scientific_name,Masius chrysopterus
PASSERIFORMES,Monarchidae,Monarch-flycatchers,Slaty Monarch,Mayrornis lessoni,scientific_name,Mayrornis lessoni
PASSERIFORMES,Monarchidae,Monarch-flycatchers,Vanikoro Monarch,Mayrornis schistaceus,scientific_name,Mayrornis schistaceus
PASSERIFORMES,Monarchidae,Monarch-flycatchers,Ogea Monarch,Mayrornis versicolor,scientific_name,Mayrornis versicolor
PASSERIFORMES,Furnariidae,Ovenbirds,White-bellied Spinetail,Mazaria propinqua,scientific_name,Mazaria propinqua
PASSERIFORMES,Furnariidae,Ovenbirds,White-bellied Spinetail,Mazaria propinqua,synonym_1,Synallaxis propinqua
PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Rufous-winged Tyrannulet,Mecocerculus calopterus,scientific_name,Mecocerculus calopterus
PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Buff-banded Tyrannulet,Mecocerculus hellmayri,scientific_name,Mecocerculus hellmayri
PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,White-throated Tyrannulet,Mecocerculus leucophrys,scientific_name,Mecocerculus leucophrys
PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Sulphur-bellied Tyrannulet,Mecocerculus minor,scientific_name,Mecocerculus minor
PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,White-tailed Tyrannulet,Mecocerculus poecilocercus,scientific_name,Mecocerculus poecilocercus
PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,White-banded Tyrannulet,Mecocerculus stictopterus,scientific_name,Mecocerculus stictopterus
PASSERIFORMES,Vangidae,Vangas and allies,African Shrike-flycatcher,Megabyas flammulatus,scientific_name,Megabyas flammulatus
PASSERIFORMES,Vangidae,Vangas and allies,African Shrike-flycatcher,Megabyas flammulatus,synonym_1,Bias flammulatus
PASSERIFORMES,Melampittidae,Melampittas,Greater Melampitta,Megalampitta gigantea,scientific_name,Megalampitta gigantea
PASSERIFORMES,Melampittidae,Melampittas,Greater Melampitta,Megalampitta gigantea,synonym_1,Melampitta gigantea
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,New Britain Thicketbird,Megalurulus grosvenori,scientific_name,Megalurulus grosvenori
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,New Britain Thicketbird,Megalurulus grosvenori,synonym_1,Cichlornis grosvenori
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Bougainville Thicketbird,Megalurulus llaneae,scientific_name,Megalurulus llaneae
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Bougainville Thicketbird,Megalurulus llaneae,synonym_1,Cichlornis llaneae
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,New Caledonian Thicketbird,Megalurulus mariae,scientific_name,Megalurulus mariae
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,New Caledonian Thicketbird,Megalurulus mariae,synonym_1,Megalurulus mariei
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Rusty Thicketbird,Megalurulus rubiginosus,scientific_name,Megalurulus rubiginosus
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Rusty Thicketbird,Megalurulus rubiginosus,synonym_1,Ortygocichla rubiginosa
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Long-legged Thicketbird,Megalurulus rufus,scientific_name,Megalurulus rufus
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Long-legged Thicketbird,Megalurulus rufus,synonym_1,Trichocichla rufa
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Guadalcanal Thicketbird,Megalurulus turipavae,scientific_name,Megalurulus turipavae
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Guadalcanal Thicketbird,Megalurulus turipavae,synonym_1,Megalurulus whitneyi
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Santo Thicketbird,Megalurulus whitneyi,scientific_name,Megalurulus whitneyi
PASSERIFORMES,Locustellidae,Grasshopper-warblers and grassbirds,Striated Grassbird,Megalurus palustris,scientific_name,Megalurus palustris
PASSERIFORMES,Tyrannidae,Tyrant-flycatchers,Boat-billed Flycatcher,Megarynchus pitangua,scientific_name,Megarynchus pitangua
PASSERIFORMES,Thamnophilidae,Typical antbirds,Pearly Antshrike,Megastictus margaritatus,scientific_name,Megastictus margaritatus
PASSERIFORMES,Furnariidae,Ovenbirds,Great Xenops,Megaxenops parnaguae,scientific_name,Megaxenops parnaguae
PASSERIFORMES,Zosteropidae,White-eyes and yuhinas,Giant White-eye,Megazosterops palauensis,scientific_name,Megazosterops palauensis
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Nimba Flycatcher,Melaenornis annamarulae,scientific_name,Melaenornis annamarulae
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Yellow-eyed Black-flycatcher,Melaenornis ardesiacus,scientific_name,Melaenornis ardesiacus
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Angola Slaty-flycatcher,Melaenornis brunneus,scientific_name,Melaenornis brunneus
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Angola Slaty-flycatcher,Melaenornis brunneus,synonym_1,Dioptrornis brunneus
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Abyssinian Slaty-flycatcher,Melaenornis chocolatinus,scientific_name,Melaenornis chocolatinus
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Abyssinian Slaty-flycatcher,Melaenornis chocolatinus,synonym_1,Dioptrornis chocolatinus
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Northern Black-flycatcher,Melaenornis edolioides,scientific_name,Melaenornis edolioides
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,White-eyed Slaty-flycatcher,Melaenornis fischeri,scientific_name,Melaenornis fischeri
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,White-eyed Slaty-flycatcher,Melaenornis fischeri,synonym_1,Dioptrornis fischeri
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Herero Chat,Melaenornis herero,scientific_name,Melaenornis herero
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Herero Chat,Melaenornis herero,synonym_1,Namibornis herero
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Southern Black-flycatcher,Melaenornis pammelaina,scientific_name,Melaenornis pammelaina
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Silverbird,Melaenornis semipartitus,scientific_name,Melaenornis semipartitus
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Silverbird,Melaenornis semipartitus,synonym_1,Empidornis semipartitus
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Fiscal Flycatcher,Melaenornis silens,scientific_name,Melaenornis silens
PASSERIFORMES,Muscicapidae,Old World flycatchers and chats,Fiscal Flycatcher,Melaenornis silens,synonym_1,Sigelus silens
PASSERIFORMES,Melampittidae,Melampittas,Lesser Melampitta,Melampitta lugubris,scientific_name,Melampitta lugubris
PASSERIFORMES,Fringillidae,Finches,Poo-uli,Melamprosops phaeosoma,scientific_name,Melamprosops phaeosoma
PASSERIFORMES,Paridae,Tits and chickadees,Grey Tit,Melaniparus afer,scientific_name,Melaniparus afer
PASSERIFORMES,Paridae,Tits and chickadees,Grey Tit,Melaniparus afer,synonym_1,Parus afer
PASSERIFORMES,Paridae,Tits and chickadees,White-bellied Tit,Melaniparus albiventris,scientific_name,Melaniparus albiventris
PASSERIFORMES,Paridae,Tits and chickadees,White-bellied Tit,Melaniparus albiventris,synonym_1,Parus albiventris
PASSERIFORMES,Paridae,Tits and chickadees,Carp's Tit,Melaniparus carpi,scientific_name,Melaniparus carpi
PASSERIFORMES,Paridae,Tits and chickadees,Carp's Tit,Melaniparus carpi,synonym_1,Parus carpi
PASSERIFORMES,Paridae,Tits and chickadees,Ashy Tit,Melaniparus cinerascens,scientific_name,Melaniparus cinerascens
PASSERIFORMES,Paridae,Tits and chickadees,Ashy Tit,Melaniparus cinerascens,synonym_1,Parus cinerascens
PASSERIFORMES,Paridae,Tits and chickadees,Stripe-breasted Tit,Melaniparus fasciiventer,scientific_name,Melaniparus fasciiventer
PASSERIFORMES,Paridae,Tits and chickadees,Stripe-breasted Tit,Melaniparus fasciiventer,synonym_1,Parus fasciiventer
PASSERIFORMES,Paridae,Tits and chickadees,Red-throated Tit,Melaniparus fringillinus,scientific_name,Melaniparus fringillinus
PASSERIFORMES,Paridae,Tits and chickadees,Red-throated Tit,Melaniparus fringillinus,synonym_1,Parus fringillinus
PASSERIFORMES,Paridae,Tits and chickadees,Dusky Tit,Melaniparus funereus,scientific_name,Melaniparus funereus
PASSERIFORMES,Paridae,Tits and chickadees,Dusky Tit,Melaniparus funereus,synonym_1,Parus funereus
PASSERIFORMES,Paridae,Tits and chickadees,Miombo Tit,Melaniparus griseiventris,scientific_name,Melaniparus griseiventris
PASSERIFORMES,Paridae,Tits and chickadees,Miombo Tit,Melaniparus griseiventris,synonym_1,Parus griseiventris
PASSERIFORMES,Paridae,Tits and chickadees,Pale-eyed Black Tit,Melaniparus guineensis,scientific_name,Melaniparus guineensis
PASSERIFORMES,Paridae,Tits and chickadees,Pale-eyed Black Tit,Melaniparus guineensis,synonym_1,Parus guineensis
PASSERIFORMES,Paridae,Tits and chickadees,Dark-eyed Black Tit,Melaniparus leucomelas,scientific_name,Melaniparus leucomelas
PASSERIFORMES,Paridae,Tits and chickadees,Dark-eyed Black Tit,Melaniparus leucomelas,synonym_1,Parus leucomelas
PASSERIFORMES,Paridae,Tits and chickadees,White-backed Black Tit,Melaniparus leuconotus,scientific_name,Melaniparus leuconotus
PASSERIFORMES,Paridae,Tits and chickadees,White-backed Black Tit,Melaniparus leuconotus,synonym_1,Parus leuconotus
PASSERIFORMES,Paridae,Tits and chickadees,Southern Black Tit,Melaniparus niger,scientific_name,Melaniparus niger
PASSERIFORMES,Paridae,Tits and chickadees,Southern Black Tit,Melaniparus niger,synonym_1,Parus niger
PASSERIFORMES,Paridae,Tits and chickadees,Cinnamon-breasted Tit,Melaniparus pallidiventris,scientific_name,Melaniparus pallidiventris
PASSERIFORMES,Paridae,Tits and chickadees,Cinnamon-breasted Tit,Melaniparus pallidiventris,synonym_1,Parus pallidiventris
PASSERIFORMES,Paridae,Tits and chickadees,Rufous-bellied Tit,Melaniparus rufiventris,scientific_name,Melaniparus rufiventris
PASSERIFORMES,Paridae,Tits and chickadees,Rufous-bellied Tit,Melaniparus rufiventris,synonym_1,Parus rufiventris
PASSERIFORMES,Paridae,Tits and chickadees,Somali Tit,Melaniparus thruppi,scientific_name,Melaniparus thruppi
PASSERIFORMES,Paridae,Tits and chickadees,Somali Tit,Melaniparus thruppi,synonym_1,Parus thruppi
PASSERIFORMES,Melanocharitidae,Berrypeckers and longbills,Obscure Berrypecker,Melanocharis arfakiana,scientific_name,Melanocharis arfakiana
PASSERIFORMES,Melanocharitidae,Berrypeckers and longbills,Mid-mountain Berrypecker,Melanocharis longicauda,scientific_name,Melanocharis longicauda
PASSERIFORMES,Melanocharitidae,Berrypeckers and longbills,Black Berrypecker,Melanocharis nigra,scientific_name,Melanocharis nigra
PASSERIFORMES,Melanocharitidae,Berrypeckers and longbills,Streaked Berrypecker,Melanocharis striativentris,scientific_name,Melanocharis striativentris
PASSERIFORMES,Melanocharitidae,Berrypeckers and longbills,Fan-tailed Berrypecker,Melanocharis versteri,scientific_name,Melanocharis versteri
PASSERIFORMES,Paridae,Tits and chickadees,Sultan Tit,Melanochlora sultanea,scientific_name,Melanochlora sultanea
PASSERIFORMES,Alaudidae,Larks,Bimaculated Lark,Melanocorypha bimaculata,scientific_name,Melanocorypha bimaculata
PASSERIFORMES,Alaudidae,Larks,Calandra Lark,Melanocorypha calandra,scientific_name,Melanocorypha calandra
PASSERIFORMES,Alaudidae,Larks,Tibetan Lark,Melanocorypha maxima,scientific_name,Melanocorypha maxima
PASSERIFORMES,Alaudidae,Larks,Mongolian Lark,Melanocorypha mongolica,scientific_name,Melanocorypha mongolica
PASSERIFORMES,Alaudidae,Larks,Black Lark,Melanocorypha yeltoniensis,scientific_name,Melanocorypha yeltoniensis
PASSERIFORMES,Thraupidae,Tanagers,White-bridled Finch,Melanodera melanodera,scientific_name,Melanodera melanodera
PASSERIFORMES,Thraupidae,Tanagers,Yellow-bridled Finch,Melanodera xanthogramma,scientific_name,Melanodera xanthogramma
PASSERIFORMES,Petroicidae,Australasian robins,Hooded Robin,Melanodryas cucullata,scientific_name,Melanodryas cucullata
PASSERIFORMES,Petroicidae,Australasian robins,Dusky Robin,Melanodryas vittata,scientific_name,Melanodryas vittata
PASSERIFORMES,Melanopareiidae,Crescentchests,Elegant Crescentchest,Melanopareia elegans,scientific_name,Melanopareia elegans
PASSERIFORMES,Melanopareiidae,Crescentchests,Maranon Crescentchest,Melanopareia maranonica,scientific_name,Melanopareia maranonica
PASSERIFORMES,Melanopareiidae,Crescentchests,Olive-crowned Crescentchest,Melanopareia maximiliani,scientific_name,Melanopareia maximiliani
PASSERIFORMES,Melanopareiidae,Crescentchests,Collared Crescentchest,Melanopareia torquata,scientific_name,Melanopareia torquata
PASSERIFORMES,Mimidae,Mockingbirds and thrashers,Black Catbird,Melanoptila glabrirostris,scientific_name,Melanoptila glabrirostris
PASSERIFORMES,Pachycephalidae,Whistlers,Black Pitohui,Melanorectes nigrescens,scientific_name,Melanorectes nigrescens
PASSERIFORMES,Pachycephalidae,Whistlers,Black Pitohui,Melanorectes nigrescens,synonym_1,Pitohui nigrescens
PASSERIFORMES,Thraupidae,Tanagers,Black-faced Grassquit,Melanospiza bicolor,scientific_name,Melanospiza bicolor
PASSERIFORMES,Thraupidae,Tanagers,Black-faced Grassquit,Melanospiza bicolor,synonym_1,Tiaris bicolor
PASSERIFORMES,Thraupidae,Tanagers,St Lucia Black Finch,Melanospiza richardsoni,scientific_name,Melanospiza richardsoni
PASSERIFORMES,Mimidae,Mockingbirds and thrashers,Blue Mockingbird,Melanotis caerulescens,scientific_name,Melanotis caerulescens
PASSERIFORMES,Mimidae,Mockingbirds and thrashers,Blue-and-white Mockingbird,Melanotis hypoleucus,scientific_name,Melanotis hypoleucus
PASSERIFORMES,Meliphagidae,Honeyeaters,Makira Honeyeater,Meliarchus sclateri,scientific_name,Meliarchus sclateri
PASSERIFORMES,Meliphagidae,Honeyeaters,Makira Honeyeater,Meliarchus sclateri,synonym_1,Melidectes sclateri
PASSERIFORMES,Meliphagidae,Honeyeaters,Belford's Honeyeater,Melidectes belfordi,scientific_name,Melidectes belfordi
PASSERIFORMES,Meliphagidae,Honeyeaters,Huon Honeyeater,Melidectes foersteri,scientific_name,Melidectes foersteri
PASSERIFORMES,Meliphagidae,Honeyeaters,Sooty Honeyeater,Melidectes fuscus,scientific_name,Melidectes fuscus
PASSERIFORMES,Meliphagidae,Honeyeaters,Vogelkop Honeyeater,Melidectes leucostephes,scientific_name,Melidectes leucostephes
PASSERIFORMES,Meliphagidae,Honeyeaters,Short-bearded Honeyeater,Melidectes nouhuysi,scientific_name,Melidectes nouhuysi
PASSERIFORMES,Meliphagidae,Honeyeaters,Cinnamon-browed Honeyeater,Melidectes ochromelas,scientific_name,Melidectes ochromelas
PASSERIFORMES,Meliphagidae,Honeyeaters,Long-bearded Honeyeater,Melidectes princeps,scientific_name,Melidectes princeps
PASSERIFORMES,Meliphagidae,Honeyeaters,Yellow-browed Honeyeater,Melidectes rufocrissalis,scientific_name,Melidectes rufocrissalis
PASSERIFORMES,Meliphagidae,Honeyeaters,Ornate Honeyeater,Melidectes torquatus,scientific_name,Melidectes torquatus
PASSERIFORMES,Meliphagidae,Honeyeaters,Long-billed Honeyeater,Melilestes megarhynchus,scientific_name,Melilestes megarhynchus
PASSERIFORMES,Meliphagidae,Honeyeaters,Kadavu Honeyeater,Meliphacator provocator,scientific_name,Meliphacator provocator
PASSERIFORMES,Meliphagidae,Honeyeaters,Kadavu Honeyeater,Meliphacator provocator,synonym_1,Xanthotis provocator
PASSERIFORMES,Meliphagidae,Honeyeaters,Puff-backed Honeyeater,Meliphaga aruensis,scientific_name,Meliphaga aruensis
PASSERIFORMES,Meliphagidae,Honeyeaters,Lewin's Honeyeater,Meliphaga lewinii,scientific_name,Meliphaga lewinii
PASSERIFORMES,Meliphagidae,Honeyeaters,Yellow-spotted Honeyeater,Meliphaga notata,scientific_name,Meliphaga notata
PASSERIFORMES,Meliphagidae,Honeyeaters,Spangled Honeyeater,Melipotes ater,scientific_name,Melipotes ater
PASSERIFORMES,Meliphagidae,Honeyeaters,Foja Honeyeater,Melipotes carolae,scientific_name,Melipotes carolae
PASSERIFORMES,Meliphagidae,Honeyeaters,Smoky Honeyeater,Melipotes fumigatus,scientific_name,Melipotes fumigatus
PASSERIFORMES,Meliphagidae,Honeyeaters,Arfak Honeyeater,Melipotes gymnops,scientific_name,Melipotes gymnops
PASSERIFORMES,Meliphagidae,Honeyeaters,Black-headed Honeyeater,Melithreptus affinis,scientific_name,Melithreptus affinis
PASSERIFORMES,Meliphagidae,Honeyeaters,White-throated Honeyeater,Melithreptus albogularis,scientific_name,Melithreptus albogularis
PASSERIFORMES,Meliphagidae,Honeyeaters,Brown-headed Honeyeater,Melithreptus brevirostris,scientific_name,Melithreptus brevirostris
PASSERIFORMES,Meliphagidae,Honeyeaters,Gilberts Honeyeater,Melithreptus chloropsis,scientific_name,Melithreptus chloropsis
PASSERIFORMES,Meliphagidae,Honeyeaters,Black-chinned Honeyeater,Melithreptus gularis,scientific_name,Melithreptus gularis
PASSERIFORMES,Meliphagidae,Honeyeaters,Golden-backed Honeyeater,Melithreptus laetior,scientific_name,Melithreptus laetior
PASSERIFORMES,Meliphagidae,Honeyeaters,White-naped Honeyeater,Melithreptus lunatus,scientific_name,Melithreptus lunatus
PASSERIFORMES,Meliphagidae,Honeyeaters,Strong-billed Honeyeater,Melithreptus validirostris,scientific_name,Melithreptus validirostris
PASSERIFORMES,Meliphagidae,Honeyeaters,White-streaked Friarbird,Melitograis gilolensis,scientific_name,Melitograis gilolensis
PASSERIFORMES,Artamidae,Woodswallows and butcherbirds,Black Butcherbird,Melloria quoyi,scientific_name,Melloria quoyi
PASSERIFORMES,Artamidae,Woodswallows and butcherbirds,Black Butcherbird,Melloria quoyi,synonym_1,Cracticus quoyi
PASSERIFORMES,Macrosphenidae,Crombecs and allies,Moustached Grass-warbler,Melocichla mentalis,scientific_name,Melocichla mentalis
PASSERIFORMES,Passerellidae,New World sparrows,Swamp Sparrow,Melospiza georgiana,scientific_name,Melospiza georgiana
PASSERIFORMES,Passerellidae,New World sparrows,Swamp Sparrow,Melospiza georgiana,synonym_1,Zonotrichia georgiana
PASSERIFORMES,Passerellidae,New World sparrows,Lincoln's Sparrow,Melospiza lincolnii,scientific_name,Melospiza lincolnii
PASSERIFORMES,Passerellidae,New World sparrows,Lincoln's Sparrow,Melospiza lincolnii,synonym_1,Zonotrichia lincolnii
PASSERIFORMES,Passerellidae,New World sparrows,Song Sparrow,Melospiza melodia,scientific_name,Melospiza melodia
PASSERIFORMES,Passerellidae,New World sparrows,Song Sparrow,Melospiza melodia,synonym_1,Zonotrichia melodia
PASSERIFORMES,Passerellidae,New World sparrows,Abert's Towhee,Melozone aberti,scientific_name,Melozone aberti
PASSERIFORMES,Passerellidae,New World sparrows,Abert's Towhee,Melozone aberti,synonym_1,Pipilo aberti
PASSERIFORMES,Passerellidae,New World sparrows,White-throated Towhee,Melozone albicollis,scientific_name,Melozone albicollis
PASSERIFORMES,Passerellidae,New World sparrows,White-throated Towhee,Melozone albicollis,synonym_1,Pipilo albicollis
PASSERIFORMES,Passerellidae,New World sparrows,Prevost's Ground-sparrow,Melozone biarcuata,scientific_name,Melozone biarcuata
PASSERIFORMES,Passerellidae,New World sparrows,Costa Rican Ground-sparrow,Melozone cabanisi,scientific_name,Melozone cabanisi
PASSERIFORMES,Passerellidae,New World sparrows,Costa Rican Ground-sparrow,Melozone cabanisi,synonym_1,Melozone biarcuata
PASSERIFORMES,Passerellidae,New World sparrows,California Towhee,Melozone crissalis,scientific_name,Melozone crissalis
PASSERIFORMES,Passerellidae,New World sparrows,California Towhee,Melozone crissalis,synonym_1,Pipilo crissalis
PASSERIFORMES,Passerellidae,New World sparrows,Canyon Towhee,Melozone fusca,scientific_name,Melozone fusca
PASSERIFORMES,Passerellidae,New World sparrows,Canyon Towhee,Melozone fusca,synonym_1,Pipilo fuscus
PASSERIFORMES,Passerellidae,New World sparrows,Canyon Towhee,Melozone fusca,synonym_2,Melozone fuscus
PASSERIFORMES,Passerellidae,New World sparrows,Rusty-crowned Ground-sparrow,Melozone kieneri,scientific_name,Melozone kieneri
